Id,Date,Name,Active,JobTitle,Affiliation,Institution,GrossSalary_Year,GrossSalary_Month,GrossSalary_Month_Base,GrossSalary_Month_Supplement,GrossSalary_Month_Diets,BirthDate
15985,08/11/2021,Eduardo Antonio Sánchez Tato,1,Consejero Consello Consultivo,Sin partido,Consello Consultivo De Galicia,"66.654,96","4.761,07",,,,
15986,08/11/2021,José Ángel Oreiro Romar,1,Secretario General Consello Consultivo,Sin partido,Consello Consultivo De Galicia,"58.435,72","4.173,98",,,,
15987,08/11/2021,Antonio Gómez Fayrén,1,Presidente Consejo Jurídico de la Región de Murcia,Sin partido,Consejo Jurídico De La Región De Murcia,"0,00","0,00",,,,
15988,08/11/2021,Manuel Martínez Ripoll,1,Consejero Consejo Jurídico de la Región de Murcia,Sin partido,Consejo Jurídico De La Región De Murcia,"0,00","0,00",,,,
15989,08/11/2021,Luis Alberto Gálvez Muñoz,1,Consejero Consejo Jurídico de la Región de Murcia,Sin partido,Consejo Jurídico De La Región De Murcia,"0,00","0,00",,,,
15990,08/11/2021,Joaquín Espert Pérez-Caballero,1,Presidente Consejo Consultivo La Rioja,Sin partido,Consejo Consultivo La Rioja,"0,00","0,00",,,,
15991,08/11/2021,José María Cid Monreal,1,Consejero Consejo Consultivo La Rioja,Sin partido,Consejo Consultivo La Rioja,"0,00","0,00",,,,
15992,08/11/2021,Enrique De La Iglesia Palacios,1,Consejero Consejo Consultivo La Rioja,Sin partido,Consejo Consultivo La Rioja,"0,00","0,00",,,,
15993,08/11/2021,José Luis Jiménez Losantos,1,Consejero Consejo Consultivo La Rioja,Sin partido,Consejo Consultivo La Rioja,"0,00","0,00",,,,
15994,08/11/2021,Pedro Prusén De Blas,1,Consejero Consejo Consultivo La Rioja,Sin partido,Consejo Consultivo La Rioja,"0,00","0,00",,,,
15995,08/11/2021,Alfredo Irujo Andueza,1,Presidente Consejo de Navarra,Sin partido,Consejo De Navarra,"0,00","0,00",,,,
15996,08/11/2021,Socorro Sotés Ruiz,1,Consejera secretaria Consejo de Navarra,Sin partido,Consejo De Navarra,"0,00","0,00",,,,
15997,08/11/2021,María Ángeles Egusquiza Balmaseda,1,Consejera Consejo de Navarra,Sin partido,Consejo De Navarra,"0,00","0,00",,,,
15998,08/11/2021,José Luis Goñi Sein,1,Consejero Consejo de Navarra,Sin partido,Consejo De Navarra,"0,00","0,00",,,,
15999,08/11/2021,José Iruretagoyena Aldaz,1,Consejero Consejo de Navarra,Sin partido,Consejo De Navarra,"0,00","0,00",,,,
16000,08/11/2021,Margarita Soler Sánchez,1,Presidenta,Sin partido,Consell Juridic Consultiu Comunitat Valenciana,"83.116,56","5.936,90",,,,
16001,08/11/2021,Enrique Fliquete Lliso,1,Vocal,Sin partido,Consell Juridic Consultiu Comunitat Valenciana,"75.790,32","5.413,59",,,,
16002,08/11/2021,Faustino De Urquía Gómez,1,Vocal,Sin partido,Consell Juridic Consultiu Comunitat Valenciana,"75.790,32","5.413,59",,,,
16003,08/11/2021,Asunción Ventura Franch,1,Vocal,Sin partido,Consell Juridic Consultiu Comunitat Valenciana,"75.790,32","5.413,59",,,,
16004,08/11/2021,María Carmen Pérez Cascales,1,Vocal,Sin partido,Consell Juridic Consultiu Comunitat Valenciana,"75.790,32","5.413,59",,,,
16005,08/11/2021,Joan Carles Carbonell Mateu,1,Vocal,Sin partido,Consell Juridic Consultiu Comunitat Valenciana,"75.790,32","5.413,59",,,,
16006,08/11/2021,Joan Tamarit I Palacios,1,Secretario General,Sin partido,Consell Juridic Consultiu Comunitat Valenciana,"72.064,60","5.147,47",,,,
16007,08/11/2021,José Bermejo Vera,1,Presidente del Consejo Consultivo de Aragón,Sin partido,Consejo Consultivo De Aragón,"0,00","0,00",,,,
16008,08/11/2021,Jesús Colás Tenas,1,Miembro del Consejo Consultivo de Aragón,Sin partido,Consejo Consultivo De Aragón,"0,00","0,00",,,,
16009,08/11/2021,Vega Estella Izquierdo,1,Miembro del Consejo Consultivo de Aragón,Sin partido,Consejo Consultivo De Aragón,"0,00","0,00",,,,
16010,08/11/2021,Jesús Antonio García Huici,1,Miembro del Consejo Consultivo de Aragón,Sin partido,Consejo Consultivo De Aragón,"0,00","0,00",,,,
16011,08/11/2021,José Manuel Marraco Espinós,1,Miembro del Consejo Consultivo de Aragón,Sin partido,Consejo Consultivo De Aragón,"0,00","0,00",,,,
16012,08/11/2021,Gabriel Morales Arruga,1,Miembro del Consejo Consultivo de Aragón,Sin partido,Consejo Consultivo De Aragón,"0,00","0,00",,,,
16013,08/11/2021,Elisa Moreu Carbonell,1,Miembro del Consejo Consultivo de Aragón,Sin partido,Consejo Consultivo De Aragón,"0,00","0,00",,,,
16014,08/11/2021,Miguel Ángel Gil Condón,1,Miembro del Consejo Consultivo de Aragón,Sin partido,Consejo Consultivo De Aragón,"0,00","0,00",,,,
16015,08/11/2021,María José Ponce Martínez,1,Miembro del Consejo Consultivo de Aragón,Sin partido,Consejo Consultivo De Aragón,"0,00","0,00",,,,
16016,08/11/2021,Xulio Xosé Ferreiro Baamonde,0,Alcalde Del Ayuntamiento De A Coruña,Marea Atlántica,Ayuntamiento De A Coruña,"40.000,00",,,,,
16017,08/11/2021,Xiao Varela Gómez,0,Segundo teniente de alcalde y concejal de Regeneración Urbana y Derecho a la Vivienda,Marea Atlántica,Ayuntamiento De A Coruña,"35.000,00",,,,,
16018,08/11/2021,Daniel Díaz Grandío,0,Segundo teniente de alcalde y concejal de Movilidad Sostenible,Marea Atlántica,Ayuntamiento De A Coruña,"0,00",,,,,
16019,08/11/2021,Eugenia Vieito Blanco,0,Concejala de Hacienda,Marea Atlántica,Ayuntamiento De A Coruña,"35.000,00",,,,,
16020,08/11/2021,Alberto Lema Suárez,1,Concejal,Marea Atlántica,Ayuntamiento De A Coruña,"0,00","0,00",,,,
16021,08/11/2021,Silvia Cameán Calvete,1,Concejal,Marea Atlántica,Ayuntamiento De A Coruña,"29.791,37","2.127,96",,,,
16022,08/11/2021,José Manuel Sande García,0,"Concejal de Cultura, Deporte y Conocimiento",Marea Atlántica,Ayuntamiento De A Coruña,"35.000,00",,,,,
16023,08/11/2021,Rocío Fraga Sáenz,0,Concejala de Igualdad y Diversidad,Marea Atlántica,Ayuntamiento De A Coruña,"35.000,00",,,,,
16024,08/11/2021,Claudia Delso Carreira,1,Concejal,Marea Atlántica,Ayuntamiento De A Coruña,"29.791,37","2.127,96",,,,
16025,08/11/2021,María García Gómez,1,Concejal,Marea Atlántica,Ayuntamiento De A Coruña,"44.687,05","3.191,93",,,,
16026,08/11/2021,Rosa Gallego Neira,1,Concejal,Partido Popular,Ayuntamiento De A Coruña,"0,00","0,00",,,,
16027,08/11/2021,Rosa Lendoiro Otero,0,Concejala PP,Partido Popular,Ayuntamiento De A Coruña,"20.000,00",,,,,
16028,08/11/2021,Lucía Canabal Pérez,0,Concejala PP,Partido Popular,Ayuntamiento De A Coruña,"27.000,00",,,,,
16029,08/11/2021,María Luisa Cid Castro,0,Concejala PP,Partido Popular,Ayuntamiento De A Coruña,"20.000,00",,,,,
16030,08/11/2021,Roberto Luis Coira Andrade,1,Concejal PP,Partido Popular,Ayuntamiento De A Coruña,"29.791,37","2.127,96",,,,
16031,08/11/2021,Francisco José Mourelo Barreiro,0,Concejal PP,Partido Popular,Ayuntamiento De A Coruña,"20.000,00",,,,,
16032,08/11/2021,Mariel Padín Fernández,0,Concejala PP,Partido Popular,Ayuntamiento De A Coruña,"20.000,00",,,,,
16033,08/11/2021,María Begoña Freire Vázquez,0,Concejala PP,Partido Popular,Ayuntamiento De A Coruña,"20.000,00",,,,,
16034,08/11/2021,Pilar Neira,0,Concejala PSOE,PSOE,Ayuntamiento De A Coruña,"0,00",,,,,
16035,08/11/2021,Fito Ferreiro Seoane,0,Concejal PSOE,PSOE,Ayuntamiento De A Coruña,"20.000,00",,,,,
16036,08/11/2021,José Manuel Dapena Varela,0,Concejal PSOE,PSOE,Ayuntamiento De A Coruña,"27.000,00",,,,,
16037,08/11/2021,Eudoxia Neira Fernández,1,Concejala,PSOE,Ayuntamiento De A Coruña,"59.582,74","4.255,91",,,,
16038,08/11/2021,Silvia Longueira Castro,0,Concejala PSOE,PSOE,Ayuntamiento De A Coruña,"20.000,00",,,,,
16039,08/11/2021,Avia Veira González,1,Concejala,B.N.G.,Ayuntamiento De A Coruña,"44.687,05","3.191,93",,,,
16040,08/11/2021,Roberto Rodríguez Martínez,1,Concejal,Partido Popular,Ayuntamiento De A Coruña,"59.582,74","4.255,91",,,,
16041,08/11/2021,Esperanza Peñalosa López-Pin,1,Concejal,Partido Popular,Ayuntamiento De A Coruña,"29.791,37","2.127,96",,,,
16042,08/11/2021,Antonio Deus Álvarez,1,Concejal,Partido Popular,Ayuntamiento De A Coruña,"59.582,74","4.255,91",,,,
16043,08/11/2021,Roberto García Fernández,1,Concejal,Partido Popular,Ayuntamiento De A Coruña,"29.791,37","2.127,96",,,,
16044,08/11/2021,María Teresa Gutiérrez Roselló,1,Concejal,Partido Popular,Ayuntamiento De A Coruña,"29.791,37","2.127,96",,,,
16045,08/11/2021,María Nazaret Cendán Gayoso,1,Concejal,Partido Popular,Ayuntamiento De A Coruña,"29.791,37","2.127,96",,,,
16046,08/11/2021,Inés Rey García,1,Alcaldesa Del Ayuntamiento De A Coruña,PSOE,Ayuntamiento De A Coruña,"69.218,38","4.944,17",,,,
16047,08/11/2021,José Manuel Lage Tuñas,1,Concejal,PSOE,Ayuntamiento De A Coruña,"0,00","0,00",,,,
16048,08/11/2021,Eva Martínez Acón,1,Concejala PSOE,PSOE,Ayuntamiento De A Coruña,"0,00","0,00",,,,
16049,08/11/2021,Jesús Javier Celemín Santos,1,Concejal,PSOE,Ayuntamiento De A Coruña,"59.582,74","4.255,91",,,,
16050,08/11/2021,María Esther Dolores Fontán Prado,1,Concejala PSOE,PSOE,Ayuntamiento De A Coruña,"59.582,74","4.255,91",,,,
16051,08/11/2021,Juan Ignacio Borrego Vázquez,1,Concejal,PSOE,Ayuntamiento De A Coruña,"59.582,74","4.255,91",,,,
16052,08/11/2021,Diana María Sobral Cabanas,1,Concejala PSOE,PSOE,Ayuntamiento De A Coruña,"59.582,74","4.255,91",,,,
16053,08/11/2021,Iago Martínez Durán,1,Concejal,Marea Atlántica,Ayuntamiento De A Coruña,"44.687,05","3.191,93",,,,
16054,08/11/2021,Francisco Xesús Jorquera Caselas,1,Concejal,B.N.G.,Ayuntamiento De A Coruña,"59.582,74","4.255,91",,,,31/08/1961
16055,08/11/2021,Mónica Martínez Lema,1,Concejal,No adscrita,Ayuntamiento De A Coruña,"59.582,74","4.255,91",,,,
16056,08/11/2021,Isabel Faraldo Calvo,1,Concejal,No adscrita,Ayuntamiento De A Coruña,"0,00","0,00",,,,
16057,08/11/2021,Sandra Gómez López,1,Vicealcaldesa,PSOE,Ayuntamiento De Valencia,"83.652,10","5.975,15",,,,23/07/1985
16058,08/11/2021,María Oliver Sanz,0,Segundo teniente de alcalde,Valencia en Comú,Ayuntamiento De Valencia,"79.298,80",,,,,
16059,08/11/2021,Consol Castillo Plaza,0,Teniente de alcalde,Compromís,Ayuntamiento De Valencia,"74.342,66",,,,,
16060,08/11/2021,Sergi Campillo Fernández,1,Vicealcalde,Compromís,Ayuntamiento De Valencia,"83.652,10","5.975,15",,,,
16061,08/11/2021,Anaïs Menguzzato García,0,Teniente de alcalde,PSOE,Ayuntamiento De Valencia,"74.342,66",,,,,
16062,08/11/2021,Giuseppe Grezzi,1,Concejal,Compromís,Ayuntamiento De Valencia,"78.423,38","5.601,67",,,,01/01/1973
16063,08/11/2021,Neus Fábregas Santana,0,Teniente de alcalde,Valencia en Comú,Ayuntamiento De Valencia,"74.342,66",,,,,
16064,08/11/2021,Vicent Manuel Sarrià Morell,0,Teniente de alcalde,PSOE,Ayuntamiento De Valencia,"74.342,66",,,,,
16065,08/11/2021,María Pilar Soriano Rodríguez,0,Teniente de alcalde,Compromís,Ayuntamiento De Valencia,"74.342,66",,,,,
16066,08/11/2021,Gloria Tello Company,1,Concejal,Compromís,Ayuntamiento De Valencia,"76.681,36","5.477,24",,,,
16067,08/11/2021,Roberto Jaramillo Martínez,0,Concejal,Valencia en Comú,Ayuntamiento De Valencia,"72.690,52",,,,,
16068,08/11/2021,Ramón Vilar Zanón,0,Concejal,PSOE,Ayuntamiento De Valencia,"72.690,52",,,,,
16069,08/11/2021,María Teresa Girau Meliá,0,Concejal,PSOE,Ayuntamiento De Valencia,"72.690,52",,,,,
16070,08/11/2021,Carlos Galiana Llorens,1,Concejal,Compromís,Ayuntamiento De Valencia,"78.423,38","5.601,67",,,,
16071,08/11/2021,Isabel Lozano Lázaro,1,Concejal,Compromís,Ayuntamiento De Valencia,"78.423,38","5.601,67",,,,08/09/1974
16072,08/11/2021,Pere Sixte Fuset I Tortosa,1,Concejal,Compromís,Ayuntamiento De Valencia,"76.681,36","5.477,24",,,,
16073,08/11/2021,Alfonso Novo Belenguer,0,Concejal. Portavoz de grupo,Partido Popular,Ayuntamiento De Valencia,"69.386,38",,,,,
16074,08/11/2021,Fernando Giner Grima,1,Concejal,Ciudadanos,Ayuntamiento De Valencia,"65.353,12","4.668,08",,,,
16075,08/11/2021,Alberto José Mendoza Segui,0,Concejal,Partido Popular,Ayuntamiento De Valencia,"66.495,37",,,,,
16076,08/11/2021,Lourdes Bernal Sanchís,0,Concejal,Partido Popular,Ayuntamiento De Valencia,"66.495,37",,,,,
16077,08/11/2021,Félix Crespo Hellín,0,Concejal,Partido Popular,Ayuntamiento De Valencia,"66.495,37",,,,,
16078,08/11/2021,Cristóbal Grau Muñoz,0,Concejal,Partido Popular,Ayuntamiento De Valencia,"66.495,37",,,,,
16079,08/11/2021,Mª Àngels Ramón-Llin Martínez,0,Concejal,Partido Popular,Ayuntamiento De Valencia,"66.495,37",,,,,
16080,08/11/2021,Vicente Igual Alandete,0,Concejal,Partido Popular,Ayuntamiento De Valencia,"66.495,37",,,,,
16081,08/11/2021,Beatriz Simón Castellets,0,Concejal,Partido Popular,Ayuntamiento De Valencia,"66.495,37",,,,,
16082,08/11/2021,Mª Jesús Puchalt Farinós,0,Concejal,Partido Popular,Ayuntamiento De Valencia,"66.495,37",,,,,
16083,08/11/2021,Mª Dolores Jiménez Díaz,0,Concejal,Ciudadanos,Ayuntamiento De Valencia,"66.495,37",,,,,
16084,08/11/2021,Manuel Camarasa Navalón,0,Concejal,Ciudadanos,Ayuntamiento De Valencia,"66.495,37",,,,,
16085,08/11/2021,Mª Amparo Picó Peris,1,Concejal,Ciudadanos,Ayuntamiento De Valencia,"70.160,30","5.011,45",,,,
16086,08/11/2021,Narciso Estellés Escorihuela,1,Concejal,Ciudadanos,Ayuntamiento De Valencia,"70.160,30","5.011,45",,,,
16087,08/11/2021,Santiago Benlliure Moreno,0,Concejal,Ciudadanos,Ayuntamiento De Valencia,"49.871,50",,,,,
16088,08/11/2021,Eusebio Monzó Martínez,0,Concejal,Partido Popular,Ayuntamiento De Valencia,"23.273,32",,,,,
16089,08/11/2021,Javier Vila Biosca,0,Secretario General Administració Municipal,Sin partido,Ayuntamiento De Valencia,"97.383,43",,,,,
16090,08/11/2021,José Vicente Sánchez-Tarazaga Marcelino,0,Abogado de la Ciudad,Sin partido,Ayuntamiento De Valencia,"97.383,43",,,,,
16091,08/11/2021,Pedro García Rabasa,0,Secretario General y del Pleno,Sin partido,Ayuntamiento De Valencia,"97.383,43",,,,,
16092,08/11/2021,Ramón Brull Mandingorra,0,Interventor General Municipal,Sin partido,Ayuntamiento De Valencia,"97.383,43",,,,,
16093,08/11/2021,Salvador Bueno Mora,0,Presidente del Jurado Tributario,Sin partido,Ayuntamiento De Valencia,"96.649,31",,,,,
16094,08/11/2021,Alberto José Roche García,0,Tesorero General,Sin partido,Ayuntamiento De Valencia,"95.945,05",,,,,
16095,08/11/2021,José Antonio Martínez Beltrán,0,Vicesecretario General,Sin partido,Ayuntamiento De Valencia,"95.848,53",,,,,
16096,08/11/2021,Manuel Latorre Hernández,0,Secretario municipal del Àrea I,Sin partido,Ayuntamiento De Valencia,"95.848,53",,,,,
16097,08/11/2021,Hilario Llavador Cisternes,0,Secretario municipal del Àrea II,Sin partido,Ayuntamiento De Valencia,"95.848,53",,,,,
16098,08/11/2021,Vicente Zaragozá Bolinches,0,Viceinterventor,Sin partido,Ayuntamiento De Valencia,"95.848,53",,,,,
16099,08/11/2021,Eva María Espinosa Roselló,0,Vicetesorera,Sin partido,Ayuntamiento De Valencia,"95.848,53",,,,,
16100,08/11/2021,Irene Maria Chova Gil,0,Interventora de Contabilidad y Presupuestos,Sin partido,Ayuntamiento De Valencia,"95.848,53",,,,,
16101,08/11/2021,Miguel Ángel Bodegas Ayala,0,Coordinador General de Proyectos Europeos,Sin partido,Ayuntamiento De Valencia,"63.563,27",,,,,
16102,08/11/2021,Josep Vicent Cortés Carreres,0,Coordinador General Técnico de Innovación Organitzativa y Gestión de Persones,Sin partido,Ayuntamiento De Valencia,"71.700,00",,,,,
16103,08/11/2021,Julio Olmos Lablanca,0,Coordinador General del Área de Desarrollo Económico Sostenible,Sin partido,Ayuntamiento De Valencia,"65.000,00",,,,,
16104,08/11/2021,Rafael Rubio Martínez,0,Coordinador General del Área de Desarrollo Urbano y Vivienda,Sin partido,Ayuntamiento De Valencia,"65.000,00",,,,,
16105,08/11/2021,Jesús E. Caro Caro,0,Coordinador General de Actividades e Inspección,Sin partido,Ayuntamiento De Valencia,"65.000,04",,,,,
16106,08/11/2021,Florentina Pedrero Gil,0,Directora General de Ordenación Urbanística,Sin partido,Ayuntamiento De Valencia,"63.000,00",,,,,
16107,08/11/2021,Belén Calahorro Lizondo,0,Coordinadora de la Agencia de la Bicicleta ,Sin partido,Ayuntamiento De Valencia,"0,00",,,,,
16108,08/11/2021,Maria Rosa Roig Costa,0,Directora Técnica de EPE Mostra de València e i iniciatives audiovisuals,Sin partido,Ayuntamiento De Valencia,"72.447,20",,,,,
16109,08/11/2021,Eduardo Manuel Guillot Hevia.,0,Comissionat especial per a Mostra de València i iniciatives audiovisuals ,Sin partido,Ayuntamiento De Valencia,"43.318,88",,,,,
16110,08/11/2021,Ramón Estellés Feliu,0,Coordinador General Junta Central Falllera,Sin partido,Ayuntamiento De Valencia,"61.131,55",,,,,
16111,08/11/2021,Jesús Casero Camacho,0,Director Gerente de la Fundación Deportiva Municipal,Sin partido,Ayuntamiento De Valencia,"65.000,00",,,,,
16112,08/11/2021,Antonio Bernabé García,0,Director Turisme València,PSOE,Ayuntamiento De Valencia,"79.000,00",,,,,07/05/1963
16113,08/11/2021,Joan Carles Cambrils Camarena,0,Subdirector General de Turisme València ,Sin partido,Ayuntamiento De Valencia,"66.033,00",,,,,
16114,08/11/2021,Sylvia Andrés Guilló,0,Directora Gerente del Palau de Congressos de València,Sin partido,Ayuntamiento De Valencia,"67.301,10",,,,,
16115,08/11/2021,Gemma Flors Alandí,0,Directora OAM Universitat Popular de l'Ajuntament de València,Sin partido,Ayuntamiento De Valencia,"63.630,00",,,,,
16116,08/11/2021,José Antonio Martínez Roda,0,Gerente de AUMSA,Sin partido,Ayuntamiento De Valencia,"76.000,00",,,,,
16117,08/11/2021,Juan Hermoso Villalba,0,Director OAM de Parques y Jardines y Escuela de Jardinería,Sin partido,Ayuntamiento De Valencia,"63.000,00",,,,,
16118,08/11/2021,Josep Enric García Alemany,0,Director Gerente de Empresa Municipal de Transportes (EMT),Sin partido,Ayuntamiento De Valencia,"70.000,00",,,,,
16119,08/11/2021,Ricard Chicot Armero,0,Gerente de la Fundación de la Policia Local de Valencia,Sin partido,Ayuntamiento De Valencia,"30.100,00",,,,,
16120,08/11/2021,Vicent Ros Peydro,0,Director del Palau de la Música,Sin partido,Ayuntamiento De Valencia,"65.000,00",,,,,
16121,08/11/2021,Manuel Muñoz Cosme,0,"Subdirector de Música del OAM Palau de la Música, Congressos i Orquestra de València. ",Sin partido,Ayuntamiento De Valencia,"65.650,00",,,,,
16122,08/11/2021,Vicente Gallart Torán,0,Gerente de la Societat Plan Cabanyal-Canyamelar,Sin partido,Ayuntamiento De Valencia,"65.000,00",,,,,
16123,08/11/2021,Francisco Javier González Cardona,0,Director Gerente de la Fundación Valencia Activa del Pacte per l'Ocupació de la Ciutat de València-C.V.,Sin partido,Ayuntamiento De Valencia,"64.605,22",,,,,
16124,08/11/2021,María Del Mar Marín Capilla.,0,Subdirectora General de la Fundación CV del Pacte per a l'Ocupació en la ciutat de València.,Sin partido,Ayuntamiento De Valencia,"53.148,95",,,,,
16125,08/11/2021,Javier Ismael Mateo García.,0,Subdirector de Emprendimiento Fundació CV Pacte per l'Ocupació de la Ciutat de València.,Sin partido,Ayuntamiento De Valencia,"53.148,95",,,,,
16126,08/11/2021,Vicente Carlos Domingo González,0,Comisionado Especial del Centro Mundial para la Alimentación Sostenible,Sin partido,Ayuntamiento De Valencia,"63.000,00",,,,,
16127,08/11/2021,Sonia Gadea Fabra,0,"Directora Gerente de la Fundación de la Comunitat Valenciana para la Promoció Estratègica, el Desenvolupament i la Promoción Urbana-Las Naves",Sin partido,Ayuntamiento De Valencia,"0,00",,,,,
16128,08/11/2021,Carlos Sánchez Cerveró,0,Director Gerente de la Fundación de la Comunitat Valenciana “Observatori Valencià del Canvi Climàtic”,Sin partido,Ayuntamiento De Valencia,"55.000,00",,,,,
16129,08/11/2021,Antonio Martínez García De Dios,0,Jefe de Gabinete de la Empresa Municipal de Transportes (EMT),Sin partido,Ayuntamiento De Valencia,"50.000,00",,,,,
16130,08/11/2021,Fernando María Lluch Munarriz.,0,"Administrador Único-Gerente de OCOVAL, A.I.I.",Sin partido,Ayuntamiento De Valencia,"63.500,00",,,,,
16131,08/11/2021,Lucía Beamud Villanueva,1,Concejal,Compromís,Ayuntamiento De Valencia,"76.681,36","5.477,24",,,,
16132,08/11/2021,María Luisa Notario Villanueva,1,Concejal,Compromís,Ayuntamiento De Valencia,"78.423,38","5.601,67",,,,
16133,08/11/2021,Alejandro Ramón Álvarez,1,Concejal,Compromís,Ayuntamiento De Valencia,"76.681,36","5.477,24",,,,
16134,08/11/2021,Paula María Llobet Vilarasa,1,Concejal,Partido Popular,Ayuntamiento De Valencia,"70.160,30","5.011,45",,,,
16135,08/11/2021,Santiago Ballester Casabuena,1,Concejal,Partido Popular,Ayuntamiento De Valencia,"65.353,12","4.668,08",,,,
16136,08/11/2021,Carlos Luis Mundina Gómez,1,Concejal,Partido Popular,Ayuntamiento De Valencia,"65.353,12","4.668,08",,,,
16137,08/11/2021,Juan Giner Corell,1,Concejal,Partido Popular,Ayuntamiento De Valencia,"68.446,02","4.889,00",,,,
16138,08/11/2021,Julia Climent Monzó,1,Concejal,Partido Popular,Ayuntamiento De Valencia,"65.353,12","4.668,08",,,,
16139,08/11/2021,Emiliano García Domene,1,Concejal,PSOE,Ayuntamiento De Valencia,"83.652,10","5.975,15",,,,
16140,08/11/2021,María Teresa Ibáñez Giménez,1,Concejal,PSOE,Ayuntamiento De Valencia,"76.681,36","5.477,24",,,,
16141,08/11/2021,Elisa Valía Cotanda,1,Concejal,PSOE,Ayuntamiento De Valencia,"78.423,38","5.601,67",,,,
16142,08/11/2021,Aarón Cano Montaner,1,Concejal,PSOE,Ayuntamiento De Valencia,"78.423,38","5.601,67",,,,
16143,08/11/2021,Pilar Bernabé García,1,Concejal,PSOE,Ayuntamiento De Valencia,"78.423,38","5.601,67",,,,
16144,08/11/2021,María Del Rocío Gil Uncio,1,Concejal,Ciudadanos,Ayuntamiento De Valencia,"70.160,30","5.011,45",,,,
16145,08/11/2021,Rafael Pardo Gabaldón,1,Concejal,Ciudadanos,Ayuntamiento De Valencia,"65.353,12","4.668,08",,,,
16146,08/11/2021,Francisco Javier Copoví Carrión,1,Concejal,Ciudadanos,Ayuntamiento De Valencia,"65.353,12","4.668,08",,,,
16147,08/11/2021,José Gosálbez Paya,1,Concejal,VOX,Ayuntamiento De Valencia,"65.353,12","4.668,08",,,,
16148,08/11/2021,Vicente Montañez Valenzuela,1,Concejal,VOX,Ayuntamiento De Valencia,"70.160,30","5.011,45",,,,
16149,08/11/2021,José Miguel Yubero Casanova,0,Director Gerent de Mercavalencia,Sin partido,Ayuntamiento De Valencia,"72.800,00",,,,,
16150,08/11/2021,Francisco Potenciano Moreno,0,"Director Gerent de la Fundació de la Comunitat Valenciana per a la Promoció Estratègica, el Desenvolupament i la Promoción Urbana-Las Naves",Sin partido,Ayuntamiento De Valencia,"0,00",,,,,
16151,08/11/2021,Borja Sanjuan Roca,1,Concejal,PSOE,Ayuntamiento De Valencia,"76.681,36","5.477,24",,,,
16152,08/11/2021,Fernando Blanco Fernández,1,SECRETARIO GENERAL DE LA PRESIDENCIA,Sin partido,Junta De Extremadura,"63.540,51","4.538,61",,,,
16153,08/11/2021,Felipe González Martín,1,DIRECTOR/A DEL INSTITUTO DE LA JUVENTUD,Sin partido,Junta De Extremadura,"61.611,76","4.400,84",,,,
16154,08/11/2021,José Angel Calle Suárez,1,DIRECTOR DE LA AGENCIA EXTREMEÑA DE COOPERACIÓN INTERNACIONAL AL DESARROLLO,Sin partido,Junta De Extremadura,"61.611,76","4.400,84",,,,
16155,08/11/2021,Rosa María Balas Torres,1,DIRECTORA GENERAL DE ACCION EXTERIOR,Sin partido,Junta De Extremadura,"61.611,76","4.400,84",,,,
16156,08/11/2021,Francisco Pérez Urban,1,DIRECTOR GENERAL DE BIBLIOTECAS MUSEOS Y PATRIMONIO CULTURA,Sin partido,Junta De Extremadura,"61.611,76","4.400,84",,,,
16157,08/11/2021,Miriam García Cabezas,1,SECRETARIO/A GENERAL DE CULTURA,Sin partido,Junta De Extremadura,"61.611,76","4.400,84",,,,
16158,08/11/2021,Urbano García Alonso,1,DIRECTOR GENERAL DE LA CEXMA,Sin partido,Junta De Extremadura,"68.909,21","4.922,09",,,,
16159,08/11/2021,Pilar Blanco-Morales Limones,1,VICEPRESIDENTA PRIMERA Y CONSEJERA DE HACIENDA Y ADMINISTRACIÓN PÚBLICA,Sin partido,Junta De Extremadura,"80.883,90","6.740,33",,,,24/04/1958
16160,08/11/2021,Manuel Agustín González Pérez,1,INTERVENTOR GENERAL,Sin partido,Junta De Extremadura,"74.732,22","5.338,02",,,,
16161,08/11/2021,María Ascensión Murillo Murillo,1,SECRETARIA GENERAL CONSEJERÍA DE HACIENDA,Sin partido,Junta De Extremadura,"67.656,23","4.832,59",,,,
16162,08/11/2021,Isidoro Novas García,1,SECRETARIO GENERAL DE PRESUPUESTOS Y FINANCIACION,Sin partido,Junta De Extremadura,"67.371,16","4.812,23",,,,
16163,08/11/2021,José Manuel Jover Lorente,1,LETRADO GENERAL,Sin partido,Junta De Extremadura,"66.795,22","4.771,09",,,,
16164,08/11/2021,Antonia Cerrato Rodríguez,1,DIRECTORA GENERAL DE TRIBUTOS,Sin partido,Junta De Extremadura,"66.219,28","4.729,95",,,,
16165,08/11/2021,María Del Carmen Vicente Rivero,1,DIRECTORA GENERAL DE FUNCIÓN PÚBLICA,Sin partido,Junta De Extremadura,"64.491,46","4.606,53",,,,
16166,08/11/2021,Ignacio García Peredo,1,SECRETARIO GENERAL DE ADMINISTRACIÓN PÚBLICA,Sin partido,Junta De Extremadura,"62.332,61","4.452,33",,,,
16167,08/11/2021,Pablo Borondo García,1,DIRECTOR GENERAL DE TECNOLOGIAS DE LA INFORMACIÓN Y COMUNICACIÓN,Sin partido,Junta De Extremadura,"61.611,76","4.400,84",,,,
16168,08/11/2021,José María Sánchez Sánchez,1,DIRECTOR GENERAL DE GPEX,Sin partido,Junta De Extremadura,"68.036,95","4.859,78",,,,
